編號	題名	型式	朝代	作者	內容
827	小河（邊塞組曲之五）		現代	鄭愁予	收留過敗陣的將軍底淚的 收留過迷途的商旅底淚的 收留過遠謫的貶官底淚的 收留過脫逃的戍卒底淚的 小河啊，我今來了！而我，無淚地躺在你底身側。 沙原的風推不動你 你沉重而酸惻的嘆息。月下，一道鐵色的筋，使心灰的大地更懶了。我自人生來，要走回人生去。你自遙遠來，要走回遙遠去。隨地編理我們拾來的歌兒，我們底歌呀，也遺落在每片土地......
828	五美吟之一 西施		清	曹雪芹	一代傾城逐浪花，吳宮空自憶兒家。效顰莫笑東村女，頭白溪邊尚浣紗。
829	五美吟之二 虞姬		清	曹雪芹	腸斷烏啼夜嘯風，「虞兮」幽恨對「重瞳」。黥彭甘受他年醢，飲劍何如楚帳中？
830	五美吟之三 明妃		清	曹雪芹	絕豔驚人出漢宮，紅顏命薄古今同。君王縱使輕顏色，予奪權何畀畫工？
831	五美吟之四 綠珠		清	曹雪芹	瓦礫明珠一例拋，何曾石尉重嬌嬈？都緣頑福前生造，更有同歸慰寂寥。
832	五美吟之五 紅拂		清	曹雪芹	長劍雄談態自殊，美人巨眼識窮途。屍居餘氣楊公幕，豈得羈縻女丈夫！
833	桃花行 之一 (續見之二)		清	曹雪芹	桃花簾外東風軟，桃花薕內晨粧懶。簾外桃花簾內人，人與桃花隔不遠。東風有意揭簾櫳，花欲窺人簾不捲。桃花簾外開仍舊，簾中人比桃花瘦。花解憐人花亦愁，隔簾消息風吹透。風透簾櫳花滿庭，庭前春色倍傷情。閒苔院落門空掩，斜日欄杆人自憑。憑欄人向東風泣，茜裙偷傍桃花立。桃花桃葉亂紛紛，花綻新紅葉凝碧。樹樹煙封一萬株，烘樓照壁紅模糊。天機燒破鴛鴦錦，春酣欲醒移珊枕。侍女金進盆進水來，香泉飲醮脂胭冷。胭脂鮮豔何相類？花之頻色人之淚。若將人淚比桃花，淚自長梳花自媚。淚眼觀花淚易乾，淚乾春盡花憔悴。 (續見之二)
834	桃花行 之二 (續之一)		清	曹雪芹	悴憔花遮憔悴人，花飛人倦易黃昏。一聲杜宇春歸盡，寂寞簾櫳空月痕！
835	如夢令		清	曹雪芹	豈是繡絨纔吐，捲起半簾香霧？纖手自拈來，空使鵑啼燕妒。且住，且住！莫使春光別去！
836	南柯子 -- 詠柳絮		清	曹雪芹	空掛纖纖縷，徒垂絡絡絲，也難綰繫也難羈，一任東西南北各分離。落去君休惜，飛來我自知。鶯愁蝶倦晚芳時。總是明春再見隔年期。
837	唐多令 -- 詠柳絮		清	曹雪芹	粉墮百花洲，香殘燕子樓，一團團逐隊成毯。漂泊亦如人命薄，空繾綣，說風流！草木也知愁，韶華竟白頭。歎今生誰捨誰收？嫁與東風春不管，憑爾去，忍淹留！
838	西江月 -- 詠柳絮		清	曹雪芹	漢苑零星有限，隋隄點綴無窮。三春事業付東風，明月梨花一夢。幾處落紅庭院？誰家香雪簾櫳？江南江北一般同，偏是離人恨重。
839	臨江仙 -- 詠柳絮		清	曹雪芹	白玉堂前春解舞，東風捲得均勻。蜂圍蝶陣亂紛紛，幾曾隨逝水？豈必委芳塵？萬縷千絲終不改，任他隨聚隨分。韶華休笑本無根，好風憑借力，送我上青雲。
840	右中秋夜大觀園即景聯句三十五韻 之一 (續見之二之三)		清	曹雪芹	三五中秋月，清遊擬上元。撒天箕斗燦。匝地管絃繁。幾處狂飛盞。誰家不啟軒？輕寒風剪剪，良夜景喧喧。爭餅嘲黃髮。分瓜笑綠媛。香新榮玉桂。色健茂金萱。蠟燭輝瓊宴。觥籌亂綺園，分曹尊一令。射覆聽三宣。骰彩紅成點。傳花鼓濫喧。晴光搖院宇。素彩接乾坤。賞罰無賓主。吟詩序仲昆。構思時僚檻。擬句或依門。酒盡情猶在。更殘樂已諼。漸聞語笑寂。空剩雪霜痕。階露團朝菌。庭煙斂夕棔。秋湍瀉石髓。風葉聚雲根。寶婺情孤潔。銀蟾氣吐吞。藥催靈兔搗，人向廣寒奔。犯斗邀牛女。乘槎訪帝孫。盈虛輪莫定。 (續見之二)
841	右中秋夜大觀園即景聯句三十五韻 之二 (續之一)		清	曹雪芹	晦朔魄空存。壺漏聲將涸。窗燈焰已昏。寒塘渡鶴影。冷月葬詩魂(續見之三)
842	右中秋夜大觀園即景聯句三十五韻 之三 (續之二)		清	曹雪芹	香篆銷金鼎，冰脂膩玉盆。簫憎嫠婦泣，衾倩侍兒溫。空帳悲金鳳，閒屏散彩鴛。露濃苔更滑，霜重竹難捫。猶步縈紆沼，還登寂歷原。石奇神鬼縛，木怪虎狼蹲。贔屭朝光透，罳罳曉露屯。振林千樹鳥，啼谷一聲猿。歧熟焉忘徑？泉知不問源。鐘鳴櫳翠寺，雞唱稻香村。有興悲何鐘！無悉意豈煩？芳情只自遣，雅趣向誰言？徹旦休云倦，烹茶更細論。
843	姽嫿詞 之一		清	曹雪芹	姽嫿將軍林四娘，玉為肌骨鐵為腸。捐軀自報恒王後，此日青州土尚香！
844	姽嫿詞 之二		清	曹雪芹	紅粉不知愁，將軍意未休。掩啼離繡幕，抱恨出青州。自謂酬王德，誰能復寇仇？好題忠義墓，千古獨風流！
845	姽嫿詞 之三 (續見之四)		清	曹雪芹	恒王好武兼好色，遂教美女習騎射。穠歌豔舞不成歡，列陣挽戈為自得。眼前不見塵沙起，將軍俏影紅燈裏。叱詫時聞口舌香，霜矛雪劍嬌難舉。丁香結子芙蓉條。不繫明珠繫寶刀。戰罷夜闌心力怯，脂痕粉漬污鮫綃。明年流寇走山東，強吞虎豹勢如蜂。王率天兵思剿滅，一戰再戰不成功。腥風吹折隴中麥，日照旌旗虎帳空。青山寂寂水澌澌，正是恒王戰死時。雨淋白骨血染草，月冷黃昏鬼守屍。紛紛將士只保身，青州眼見皆灰塵。不期忠義明閨閣，憤起恒王得意人。恒王得意數誰行？姽嫿將軍林四娘。號令秦姬驅趙女，穠桃豔李臨疆場。 (續見之四)
846	姽嫿詞 之四 (續之三)		清	曹雪芹	繡鞍有淚春愁重，鐵甲無聲夜氣涼。勝負自難先預定，誓盟生死報前王。賊勢猖獗不可敵，柳折花殘血凝碧。馬踐胭脂骨髓香，魂依城郭家鄉隔。星馳時報入京師，誰家兒女不傷悲？天子驚慌愁失守，此時文武皆垂首。何事文武立朝綱，不及閨中林四娘？我為四娘長歎息，歌成餘意尚徬徨！
847	薛文起悔娶河東吼 賈迎春誤嫁中山狼		清	曹雪芹	池塘一夜秋風冷，吹散芰荷紅玉影。蓼花菱葉不勝悲，重露繁霜壓纖梗。不聞永晝敲棋聲，燕泥點點污棋枰。古人惜別憐朋友，況我今當手足情。
848	書信寄情四章		清	曹雪芹	悲時序之遞嬗兮，又屬清秋。感遭家之不造兮，獨處離愁。北堂有萱兮，何以忘憂？無以解憂兮，我心咻咻！雲憑憑兮秋風酸，步中庭兮霜鞢乾，何去何從兮，失我故歡！靜言思之兮惻肺肝！惟鮪有潭兮，羽毛何長！搔首問兮茫茫，高天厚地兮，誰知余之永傷？銀河耿耿兮寒氣侵，月色橫斜兮玉漏沉。憂心炳炳兮，發我哀吟。吟復吟兮，寄我知音。
849	撫琴回信寄情四章		清	曹雪芹	風蕭蕭兮秋氣深，美人千里兮獨沉吟。望故鄉兮何處？倚欄杆兮涕沾襟。山迢迢兮水長，照軒窗兮明月光。耿耿不寐兮銀河渺茫，羅衫怯怯兮風露涼。子不遭兮不自由，予之遇兮多煩憂。之子與我兮心焉相投？思古人兮俾無尤。人生斯世兮如輕塵，天上人間兮感夙因。感夙因兮不可惙，素心何如天上月？
850	人忙物在公子填詞		清	曹雪芹	隨身伴，獨自意綢繆。誰料風波平地起，頓教軀命卻時休？孰與話輕柔！東逝水，無復向西流。想像更無懷夢草，添衣還見翠雲裘；脈脈使人愁！
851	記微嫌舅兄欺弱女 驚謎語妻妾諫癡人		清	曹雪芹	據你說「人品根柢」，又是什麼「古聖賢」，何可知古聖賢說過，「不失其赤子之心」？那亦子有什麼好處？不過是無知，無識，無貪，無忌。我們生來已陷溺在貪、嗔、癡、愛中，猶如污泥一般，怎麼能跳出這般塵網？如今纔曉得「聚散浮生」四字，古人說了，不曾提醒一個。既要講到人品根柢，誰是到那太初一步地位的？
852	真如福地		清	曹雪芹	假去真來真勝假。無原有是有非無。
853	福善禍淫		清	曹雪芹	過去未來，莫謂智賢能打破；前因後果，須知親近不相逢。
854	引覺情癡		清	曹雪芹	喜笑悲哀都是假，貪求思慕總因癡。
855	中鄉魁寶玉卻塵緣 沐皇恩賈家延世澤		清	曹雪芹	老太太見與不見，總是知道的，喜歡的。既能知道了，喜歡了，便是不見也和見了的一樣。只不過隔了形質，並非隔了神氣啊！
856	甄士隱詳說太虛情 賈雨村歸結紅樓夢		清	曹雪芹	我所居兮，青埂之峰；我所遊兮，鴻濛太空。誰與我逝兮，吾誰與從？渺渺茫茫兮，歸彼大荒！
857	紅樓夢 結語偈		清	曹雪芹	說到辛酸處，荒唐愈可悲。由來同一夢，休笑世人癡！
858	感秋聲撫琴悲往事 坐禪寂走火入邪魔		清	曹雪芹	大造本無方，云何是應住？既從空中來，應向空中去。
859	山外書		現代	鄭愁予	不必為我懸念，我在山裏...... 來自海上的雲，說海的沉默太深；來自海上的風，說海的笑聲太遼闊。 我是來自海上的人，山是凝固的波浪（不再相信海的消息）我底歸心，不再湧動。
860	小詩錦		現代	鄭愁予	恕我巧奪天工了，我欲以詩織錦...... 調皮的眼神如星，含蘊的笑像月。垂落于錦軸兩端的，美麗—— 是不幻的虹；那居為百色之地的：是不化的雪—— 智慧。 恕我以詩織錦，我欲巧奪天工了...... 綴無數的心為音符，割季節為樂句；當兩顆音符偶然相碰時，便迸出火花來，呀！我底錦乃有了不褪的光澤。
861	偈		現代	鄭愁予	不再流浪了，我不願做空間的歌者，寧願是時間的石人。然而，我又是宇宙的遊子，地球你不需留我。這土地我一方來，將八方離去。
862	定		現代	鄭愁予	我將使時間在我的生命裏退役，對諸神或是對魔鬼我將宣佈和平了。 讓眼之劍光徐徐入韜，對星天，或是對海，對一往的恨事兒，我瞑目。 宇宙也遺忘我，遣去一切，靜靜地，我更長于永恒，小于一粒微塵。
863	錯誤		現代	鄭愁予	我打江南走過，那等在季節裏的容顏如蓮花的開落。東風不來，三月的柳絮不飛；你底心如小小的寂寞的城，恰若青石的街道向晚。跫音不響，三月的春帷不揭；你底心是小小的窗扉緊掩。 我達達的馬蹄是美麗的錯誤，我不是歸人，是個過客......
864	貴族		現代	鄭愁予	別劫去我的憂鬱；那個灰色的貴族； 別以陽光的手，探我春雨的簾子，我不愛夕照的紅繁縷，印做我的窗花，我住于我的城池，且安于施虐白晝的罪名， 別挑引我的感激，儘管馳過你晚風的黑騎士， 別以面紗的西敏寺的霧，隱海外的星光誘我： 你該知道的，那灰色的貴族—— 我不欲離去，我怎捨得，這美麗的臨刑的家居。
865	生命		現代	鄭愁予	滑落過長空的下坡，我是熄了燈的流星； 正乘夜雨的微涼，趕一程赴賭的路。 待投擲的生命如雨點，在湖上激起一夜的迷霧，夠了，生命如此的短，竟短得如此的華美！ 偶然間，我是勝了，造物自迷于錦繡的設局； 畢竟是日子如針，曳著先濃後淡的彩線， 起落的拾指之間，反繡出我偏傲的明暗； 算了，生命如此之速，竟速得如此之寧靜！
866	度牒		現代	鄭愁予	這是故居的園林，石階通向圯廢的廟宇； 今夜你同誰來呢？同著  來自風雨的不羈，抑來自往歲的記憶。
867	知風草		現代	鄭愁予	晚虹後的天空，又是，桃花宣似的了。 被裱褙的亂雲，是寫在 信風上的書法，我猶存 受贈者的感覺，猶記簷滴斷續地讀出 而結束於一聲鼓...... 那夕陽的紅銅的音色。 小窗，郵箱嘴般的 許多永晝，題我的名投入（是題給鬢生花序的知風草吧　） 而驚蟄如歌，清明似酒，惟我 卻在穀雨的絲中，懶得像一隻蛹了。
868	水巷		現代	鄭愁予	四圍的青山太高了，顯得晴空 如一描藍的窗......我們常常拉上雲的窗帷 那是陰了，而且飄著雨的流蘇。 我原是愛聽罄聲與鐸聲的，今卻為你戚戚於小院的陰晴；算了吧！管他一世的緣份是否相值於千年慧根，誰讓你我相逢，且相逢於這小小的水巷如兩條魚。
869	最後的春闈（一）		現代	鄭愁予	今晨又是春寒，林木悄悄，一鷹在細雨中抖翼斜飛；置書笈在肩上的書生，收拾遠行 仰望著，一天西移的雲雨。此去將入最後的春闈，啊，最後的一次，離別十年的荊窗，欲嬴歸眩目朱楣。 畢竟是別離的日子，空的酒杯 或已傾出來日的宿題，啊，書生 你第一筆觸的輕墨將潤出什麼？是青青的苔色？那卷上，抑是迢迢的功名　 今晨又是春寒，林木寂寂，一鷹在細雨中抖翼盤旋；置書笈在肩上的書生，佇足路上 被阻於參差的白幡與車馬。
870	最後的春闈（二）		現代	鄭愁予	啊，赴闈的書生，何事驚住了你？那只是落葬的行列，只是聲色的冥滅；豈因這行列竟如一陣風，使榮華的沉落，會發為生者的寒噤。 西移的雲雨停歇，杯酒盈盈 荊扉茅簷，春寒輕輕地蹭過，卸下書笈的書生，呵手而笑：喜我頓悟於往日的痴迷，從此，反覆地，反覆地，哼一闕田園的小曲。
871	編秋草（一）		現代	鄭愁予	試著，編織秋的晨與夜 像芒草的葉籜，編織那左與右，製一雙趕路的鞋子。 看哪，那穿著晨與夜的，趕路的雁來了；我猜想，那雁的記憶 多是寒了的，與暑了的追迫。
872	編秋草（二）		現代	鄭愁予	島上的秋晨，老是選掛著 一幅幅黃花的黃，棕櫚的棕；而我透明板下的，卻是你畫的北方；那兒大地的粗糙在這裡壓平，風沙與理想都變得細膩。 每想起，如同成群奔馳的牧馬—— 麥子熟了，熟在九月牧人的 風的鞭子下。 啊，北方 古老的磨磐，年年磨著新的麥子。
873	召魂－為楊喚十年祭作		現代	鄭愁予	當長夜向黎明陡斜，其不禁漸漸滑入冥思的 是惘然佇候的召魂人，在多騎樓的臺北，猶須披起鞍一樣的上衣－ 我已中年的軀體畏懼早寒。 星敲門 遄訪星 皆為攜手放逐，而此夜惟盼你這菊花客來－ 如與我結伴的信約一似十年前 要遨遊去（便不能讓你擔心），我會多喝些酒 掩飾我衰竭的雙膝。 但晨空澹澹如水，那浮著的薄月如即溶的冰（不就是騎樓下的百萬姓氏　）但窄門無聲 你不來，哎哎 我豈是情怯於摒擋的人。
874	望鄉人－記詩人于右任陵		現代	鄭愁予	塔 糾結鐵馬成雷，笙的諸指將風捏為讖語，蝴蝶飛自焚夢的銅鼐，淨土無花 淨土黃昏，晚歸的春寒悉悉有聲，啊 雙獅涉著雲欲去 華表振著翅對立。 松濤湧滿八加拉谷，蒼苔爬上小築 黃昏，如一襲僧衣那麼披著，醒時 一燈一卷一茶盞，睡時 枕下芬芳的泥土。 或會推門於月圓之夕，看四個海圍汐著故國萬里，依舊是長髯飄飛 依舊是—— 啊 高山上昂立的望鄉人，以吟哦獨對天地。
875	晨		現代	鄭愁予	鳥聲敲過我的窗，琉璃質的罄聲；一夜的雨露浸潤過，我夢裏的藍袈裟 已掛起在牆外高大的旅人木；清晨像躡足的女孩子，來到 窺我少年時的剃度，以一種婉惜 一種沁涼的膚觸，說，我即歸去。
876	下午		現代	鄭愁予	啄木鳥不停的啄著，如過橋人的鞋聲，整個的下午，啄木鳥啄著；小山的影，已移過小河的對岸，我們也坐過整個的下午，也踱著 若是過橋的鞋聲，當已遠去 遠到夕陽的居處，啊，我們 我們將投宿，在天上，在沒有星星的那面。
877	邊界酒店		現代	鄭愁予	秋天的疆土，分界在同一個夕陽下，接壤處，默立些黃菊花；而他打遠道來，清醒著喝酒 窗外是異國。多想跨出去，一步即成鄉愁，那美麗的鄉愁，伸手可觸及。或者，就飲醉了也好；或者，將歌聲吐出，便不祇是立著像那雛菊，祇憑邊界立著。
878	燕雲之一		現代	鄭愁予	沙埋的太古 就在城外，當破天的荒風將旱沙揚起，原始的混沌就迎門立著；而翻飛的小螺貝，在北京人的足下舒展萬年的困，竟把海憶成了如一閃花的開謝。
879	燕雲之二		現代	鄭愁予	雲沉於丹墀，華表的蟠龍臥影於斯時，大風停息了，月乃昇自重樓氤氳的黃昏，於是萬家的飛簷 著樹，浮滿整個的城池了。
880	燕雲之三		現代	鄭愁予	依然是那一列城堞，將久年的灰 石印在藍天的這一邊，而藍天的那邊 遠山欲溶的雪有些泫然。
881	燕雲之四		現代	鄭愁予	戌魂仍遊憩於「三口」麼？狼煙的花早就開不成朵了。無定河不再走下她的床，朽了千年的城垣被火車鋸著。春來，學生們就愛敲敲打打 居庸關那些大大方方的磚......
882	燕雲之五		現代	鄭愁予	畫眉唱遍酒樓，歷史在單絃上跳，釆聲多的地方便擠滿了欄外人，而煙袋招牌已老在斜街上，那些年 官闈的景緻是眉筆畫的，畫眉喲 唱遍了酒樓。
883	燕雲之六		現代	鄭愁予	丹楓自醉 雛菊自睡，秋色一庭如蘭舟靜泊著；誰要沿著環廊款步來去，誰便有了明月的鬧意— 一片又一片地把雲推過江心。
884	燕雲之七		現代	鄭愁予	高牆的胡同 深鎖著七家的後庭，誰是掃落葉的閒人，而七家都有著：重重的院落，是風 把雲絮牽過藏書的樓角，每個黃昏 它走出無人的長巷。
885	燕雲之八		現代	鄭愁予	林間有重靄 有擬不出的，那聲聲的木鐸來自何處，只見 僧人焚葉如焚夢，投在紅蓮的花座內，那一頁頁的經書....是已黃了的。
886	燕雲之九－燕有巫婦，左袖東風，右袖西風		現代	鄭愁予	此巫婦滿頭的珠翠如瓊島，左袖東風 三海乃舞起花又褶的裙裾；寫妙室的半壁自呈石綠，草苔肆意地題畫于扇子亭，而早餐時 承露盤會舉起新謫的星星。
887	燕雲之十－燕有巫婦，春住團城，秋居妙峰		現代	鄭愁予	此巫婦滿襟的采繡如西山，右袖西風 八大處乃臥遍泥醉的亭台，而石路在棲霞的谷中沒于流泉，向上會寂寞 穿過碧雲的寺宇，一畦紫菊疏朗的....被稱為獅子座。
888	七里香		現代	席慕蓉	溪水急著要流向海洋，浪潮卻渴望重回土地；在綠樹白花的籬前，曾那樣輕易地揮手道別。而滄桑的二十年後，我們的魂魄卻夜夜歸來，微風拂過時，便化作滿園的郁香。
889	成熟		現代	席慕蓉	童年的夢幻褪色了，不再是 衹願做一隻 長了翅膀的小精靈。有月亮的晚上，倚在窗前的，是漸呈修長的雙手，將火熱的頰貼在石欄上，在古長春藤的蔭裏，有螢火在游。不再寫流水帳似的日記了，換成了密密的 糢糊的字跡；在一頁頁深藍淺藍的淚痕裏，有著誰都不知道的語句。
890	一棵開花的樹		現代	席慕蓉	如何讓你遇見我，在我最美麗的時刻，為這，我在佛前 求了五百年，求祂讓我們結一段塵緣。佛於是把我化作一棵樹，長在你必經的路旁，陽光下慎重地開滿了花，朵朵都是我前世的盼望。當你走近 請你細聽，那顫抖的葉是我等待的熱情，而當你終於無視地走過，在你身後落了一地的，朋友啊 那不是花瓣，是我凋零的心。
891	異域		現代	席慕蓉	於是 夜來了，敲打著我十一月的窗，從南國的馨香中醒來，從回家的夢裏醒來，布魯塞爾的燈火輝煌。我孤獨地投身在人群中，人群投我以孤獨，細雨霏霏 不是我的淚，窗外蕭蕭落木。
892	邂逅		現代	席慕蓉	你把憂傷畫在眼角，我將流浪抹上額頭，你用思念添幾縷白髮，我讓歲月雕刻我憔悴的手。然後在街角我們擦身而過，漠然地不再相識；啊 親愛的朋友，請別錯怪那韶光改人容顏，我們自己才是那個化裝師。
893	接友人書		現代	席慕蓉	那辜負了的，豈僅是遲遲的春日，那忘記了的，又豈僅是你我的面容；那奔騰著向眼前湧來的，是塵封的日 塵封的夜，塵封的華年和秋草；那低首歛眉徐徐退去的，是無聲的歌，無字的詩稿。
894	樹的畫像		現代	席慕蓉	當迎風的笑靨已不再芬芳，溫柔的話語都已沉寂；當星星的瞳子漸冷漸暗，而千山萬徑都絕滅了蹤跡，我只是一棵孤獨的樹，在抗拒著秋的來臨。
895	悲歌		現代	席慕蓉	今生將不再見你，只為 再見的，已不是你。心中的你已永不再現，再現的 只是些滄桑的 日月和流年。
896	囚		現代	席慕蓉	流血的創口，總有復合的盼望，而在心中永不肯痊癒的，是那不流血的創傷。多情應笑我 千年來，早生的豈只是華髮；歲月已灑下天羅地網，無法逃脫的，是你的痛苦 和我的憂傷。
897	藝術品		現代	席慕蓉	是一件不朽的記憶，一件不肯讓它消逝的努力，一件想挽回什麼的欲望。是一件流著淚記下的微笑，或者 是一件 含笑記下的悲傷。
898	塵緣		現代	席慕蓉	不能像 佛陀般靜坐於蓮花之上，我是凡人，我的生命就是這滾滾凡塵，這人世的一切我都希求，快樂啊憂傷啊，是我的擔子我都想承受；明知道總有一日，所有的悲歡都將離我而去，我仍然竭力地搜集，搜集那些美麗的糾纏著 值得為她活了一次的記憶。
899	繡花女		現代	席慕蓉	我不能選擇我的命運，是命運選擇我；於是 日復以夜，用一根冰冷的針， 繡出我曾經熾熱的 青春。
900	畫展		現代	席慕蓉	我知道，凡是美麗的，總不肯 也不會 為誰停留。所以，我把 我的愛情和憂傷 掛在牆上，展覽 並且 出售。
901	鄉愁		現代	席慕蓉	故鄉的歌是一支清遠的笛，總在有月亮的晚上響起；故鄉的面貌卻是一種糢糊的悵惘，彷彿霧裏的揮手別離。離別後，鄉愁是一棵沒有年輪的樹，永不老去。
902	漂鳥集 之 1		印度	泰戈爾	夏天的漂鳥，到我窗前來唱歌，又飛去了。秋天的黃葉，沒有歌唱，只嘆息一聲，飄落在那裏。
903	漂鳥集 之 2		印度	泰戈爾	世界上眇小的漂泊者之群啊！留下你們的足印在我的字句裏吧！
904	漂鳥集 之 3		印度	泰戈爾	世界在愛人面前把他龐大的面具卸下。牠變成眇小得像一支歌，像一個永恒的接吻。
905	漂鳥集 之 4		印度	泰戈爾	這是大地的淚水保持著她的微笑盛放。
906	漂鳥集 之 5		印度	泰戈爾	廣大的沙漠為著搖搖頭笑笑就飛逃的一葉青草而燃燒著愛情之火。
907	漂鳥集 之 6		印度	泰戈爾	假使當你渴念著太陽而流淚，那麼你也在渴念著星星啊！
908	漂鳥集 之 7		印度	泰戈爾	跳舞著的水！在你途中的砂粒乞求你的唱歌和流動。 你願擔起他們跛者的負荷嗎？
909	漂鳥集 之 8		印度	泰戈爾	她的渴望的臉像夜雨般纏繞在我的清夢。
910	漂鳥集 之 9		印度	泰戈爾	正像「黃昏」在靜寂的林中，「憂愁」在我的心裏已平靜下去。
911	漂鳥集 之 10		印度	泰戈爾	從前我們曾夢見我們都是陌路人。 當我們醒來時卻發現我們互相親愛著。
912	漂鳥集 之 11		印度	泰戈爾	有些看不見的手指，像閒逸的微風，在我心上奏著漪波的音樂。
913	漂鳥集 之 12		印度	泰戈爾	「海喲！你講的什麼話？」 「是永遠疑問的話。」 「天喲！什麼是你回答的話？」 「是永遠的沉默。」
914	漂鳥集 之 13		印度	泰戈爾	我的心，請靜聽世界的低語，那是他在對你談愛啊！
915	漂鳥集 之 14		印度	泰戈爾	造化的奧秘有如夜的黝黑－－這是偉大的，智識的迷惘只是清景的霧。
916	漂鳥集 之 15		印度	泰戈爾	不要把你的愛置於絕壁之上，因為那是很高的。
917	漂鳥集 之 16		印度	泰戈爾	今晨我坐在的的窗口，世界像一個過路人在那裏停留片刻，向我點點頭又走開了。
918	漂鳥集 之 17		印度	泰戈爾	這些小小的思想是那沙沙的樹葉聲；它們有它們愉悅的低語在我的心裏。
919	漂鳥集 之 18		印度	泰戈爾	你是什麼，你看不見，你所看見的祇是你的影子。
920	漂鳥集 之 19		印度	泰戈爾	我的願望都是愚蠢的，他們呼喊得掩蓋了你的歌聲，我主。 讓我靜聽著吧！
921	漂鳥集 之 20		印度	泰戈爾	我不能挑選最好的。 是最好的挑選我。
922	漂鳥集 之 21		印度	泰戈爾	那些把燈籠背在後面的人，將他們的影子投在他們的前面。
923	漂鳥集 之 22		印度	泰戈爾	我的存在是一個永恒的奇異，那就是生命。
924	漂鳥集 之 23		印度	泰戈爾	「我們樹葉子有沙沙的聲音去回答風雨，可是你是誰啊！這樣沉默。」 「我只有是一朵花。」
925	漂鳥集 之 24		印度	泰戈爾	休息之屬於勞動，正如眼瞼之屬於眼睛。
926	漂鳥集 之 25		印度	泰戈爾	人是一個才出生的嬰孩，他的力量就是生長的力量。
927	漂鳥集 之 26		印度	泰戈爾	上帝期待著得到回答是為了他送給我們的鮮花，並不是為了太陽或土地？
928	漂鳥集 之 27		印度	泰戈爾	遊戲著的光正像一個赤裸的小孩，歡樂地在綠葉叢中，他是不曉得大人會說謊的。
929	漂鳥集 之 28		印度	泰戈爾	「月亮你在等著什麼呢？」 「要向我必須為他讓路的太陽致敬。」
930	漂鳥集 之 29		印度	泰戈爾	啊！美啊！你要從愛之中去發現你自己，不要向你那鏡子的阿諛中去追求。
931	漂鳥集 之 30		印度	泰戈爾	我的心衝激著她的波浪在世界的岸邊上，在那上面用淚水寫上她的簽名：「我愛你」。
932	漂鳥集 之 31		印度	泰戈爾	樹木像是沉默的大地的渴望之音來到我的窗前。
933	漂鳥集 之 32		印度	泰戈爾	對於上帝，他自己所造的每一個清晨都是一種新的奇蹟。
934	漂鳥集 之 33		印度	泰戈爾	鳥兒希望它是一朵雲。 雲兒希望它是一隻鳥。
935	漂鳥集 之 34		印度	泰戈爾	生命因世界的需要而發現它的財富，因愛的需要而發現它的價值。
936	漂鳥集 之 35		印度	泰戈爾	乾涸的河床覺得毋須感謝它的過去。
937	漂鳥集 之 36		印度	泰戈爾	瀑布唱道：「我得到自由時我便唱出歌來了。」
938	漂鳥集 之 37		印度	泰戈爾	我不能夠說出為什麼這顆心默然憔悴。是為了那些他永不請求、永不認識、永不記著的小小需要而憔悴。
939	漂鳥集 之 38		印度	泰戈爾	女人，當妳走動著料理家事時妳的手腳都在唱歌，像一條山溪在卵石中歌唱一般。
940	漂鳥集 之 39		印度	泰戈爾	太陽橫跨西海走去，留著他向東方的最後問候。
941	漂鳥集 之 40		印度	泰戈爾	不要因你無食慾而譴責你的食物。
942	漂鳥集 之 41		印度	泰戈爾	樹木像是渴慕的大地翹盼著天堂。
943	漂鳥集 之 42		印度	泰戈爾	你微笑著而不對我說什麼，我覺得這就是我已經久候的。
944	漂鳥集 之 43		印度	泰戈爾	水裏的魚是靜寂的，陸上的獸是喧擾的，空中的鳥是唱著的。 但是人具有了海水的靜寂、陸地的喧擾，和天空的音樂。
945	漂鳥集 之 44		印度	泰戈爾	世界衝越過纏綿的心絃彈奏著憂鬱的音樂。
946	漂鳥集 之 45		印度	泰戈爾	他把他的武器當做他的上帝。 他本身是失敗了，當他武器勝利的時候。
947	漂鳥集 之 46		印度	泰戈爾	從創造中上帝發現他自己。
948	漂鳥集 之 47		印度	泰戈爾	陰影戴著面幕，秘密地、溫順地，躡著她靜寂的愛之步，隨從在光的後面。
949	漂鳥集 之 48		印度	泰戈爾	星星不因僅似螢火而怯於出現。
950	漂鳥集 之 49		印度	泰戈爾	我感謝你，我不是一個權力的車輪，我卻是被這車輪所輾壓的活的生物之一。
951	漂鳥集 之 50		印度	泰戈爾	這顆銳而不寬的心，觸到每一個地方，但並未移動。
952	漂鳥集 之 51		印度	泰戈爾	你的偶像被粉碎在塵埃中，這證明上帝的塵埃比你的偶像偉大。
953	漂鳥集 之 52		印度	泰戈爾	人沒有把他自己顯示到他的歷史中，他只在掙扎著通過他的歷史。
954	漂鳥集 之 53		印度	泰戈爾	玻璃燈斥責瓦燈稱他做表兄，但當月亮上升，那玻璃燈卻溫和地微笑著招呼她：「我親愛的，親愛的姊姊。」
955	漂鳥集 之 54		印度	泰戈爾	似海鷗與波浪的會合，我們相會，我們親近。 似海鷗的飛去，波浪的盪開，我們分離。
956	漂鳥集 之 55		印度	泰戈爾	做完了我白天的工作，我便像一隻拖放在岸灘上的小船似地，靜聽著晚潮跳舞的音樂。
